,address1,address2,city,country_code,description,latitude,longitude,state_code,zip_code,location,Geolocation
5564,PO Box 160550,,Austin,USA,,30.2669,-97.7428,TX,78716,"[-97.7428, 30.2669]","[-97.7428, 30.2669]"
5565,,,Munich,DEU,Headquarters,51.578714,8.093765,,,"[8.093765, 51.578714]","[8.093765, 51.578714]"
5566,PO Box 55687,,Santa Clarita,USA,,34.2007,-118.5393,CA,91385,"[-118.5393, 34.2007]","[-118.5393, 34.2007]"
5567,2101 Vista Parkway,#293,West Palm Beach,USA,Headquaters,26.708395,-80.229012,FL,33411,"[-80.229012, 26.708395]","[-80.229012, 26.708395]"
5568,890 Argonne Avenue,,Atlanta,USA,Main Office,33.7790286,-84.3776399,GA,30309,"[-84.3776399, 33.7790286]","[-84.3776399, 33.7790286]"
5569,8205 Santa Monica Blvd.,#1-167,West Hollywood,USA,Pink Banana Media,34.091073,-118.367701,CA,90046,"[-118.367701, 34.091073]","[-118.367701, 34.091073]"
5570,10 The Circle,,East Yorkshire,GBR,,53.725204,-0.439392,,HU13 0QJ,"[-0.439392, 53.725204]","[-0.439392, 53.725204]"
5571,"Perth, Australia",,Perth,AUS,Perth Office,-41.565586,147.196096,,6001,"[147.196096, -41.565586]","[147.196096, -41.565586]"
5572,1205 - 207 W. Hastings Street,,"Vancouver, BC",CAN,MakeFive,49.2839417,-123.1101383,,V6B 1H7,"[-123.1101383, 49.2839417]","[-123.1101383, 49.2839417]"
5573,,,Oklahoma City,USA,,45.545447,-73.639076,OK,,"[-73.639076, 45.545447]","[-73.639076, 45.545447]"
5574,588 Ashburn Street,,Winnipeg,CAN,Dojo HQ,49.883712,-97.190112,,R3G 3C3,"[-97.190112, 49.883712]","[-97.190112, 49.883712]"
5575,,,Montreal,CAN,Roll A Name,45.545447,-73.639076,,,"[-73.639076, 45.545447]","[-73.639076, 45.545447]"
5576,Centre d'affaire les AlizÃ©s,La RigourdiÃ¨re,Cesson SÃ©vignÃ©,FRA,Head Quarter,48.10583,-1.611882,,35510,"[-1.611882, 48.10583]","[-1.611882, 48.10583]"
5577,,,Toronto,CAN,,43.670233,-79.386755,,,"[-79.386755, 43.670233]","[-79.386755, 43.670233]"
5578,912 West Walnut Street,,Springfield,USA,,37.207262,-93.302443,MO,65806,"[-93.302443, 37.207262]","[-93.302443, 37.207262]"
5580,,,Brookeville,USA,,39.22093,-77.056079,MD,20833,"[-77.056079, 39.22093]","[-77.056079, 39.22093]"
5581,754 Brookridge Drive NE,,Atlanta,USA,,33.786384,-84.362696,GA,30306,"[-84.362696, 33.786384]","[-84.362696, 33.786384]"
5583,156 University Avenue,,Palo Alto,USA,,37.4441726,-122.1632941,CA,94301,"[-122.1632941, 37.4441726]","[-122.1632941, 37.4441726]"
5584,39 Edward Road South,,Clevedon,GBR,,51.4478258,-2.8457173,,BS21 7JA,"[-2.8457173, 51.4478258]","[-2.8457173, 51.4478258]"
5585,,,Boynton Beach,USA,Florida Office,26.528215,-80.082474,FL,,"[-80.082474, 26.528215]","[-80.082474, 26.528215]"
5586,10 Hamilton Road,Sidcup,Kent,GBR,,51.484638,0.001682,,DA15 7HB,"[0.001682, 51.484638]","[0.001682, 51.484638]"
5587,,Baarerstrasse 8,Zug,CHE,,47.155136,8.51229,,6300,"[8.51229, 47.155136]","[8.51229, 47.155136]"
5589,315 Felton Ave.,,Sharon Hill,USA,,39.904828,-75.273448,PA,19079-2014,"[-75.273448, 39.904828]","[-75.273448, 39.904828]"
5591,1008 Western Ave,Suite 400,Seattle,USA,,47.6042792,-122.3374372,WA,98104,"[-122.3374372, 47.6042792]","[-122.3374372, 47.6042792]"
5592,Imperial College,South Kensington Campus,London,GBR,London Office,51.498067,-0.175393,,sw7 2az,"[-0.175393, 51.498067]","[-0.175393, 51.498067]"
5593,,,Oakland,USA,,37.772323,-122.214897,CA,,"[-122.214897, 37.772323]","[-122.214897, 37.772323]"
5595,Meletiou Vasileiou 14-16 Str,,Athens,GRC,Athens Office,38.044896,23.706248,,11745,"[23.706248, 38.044896]","[23.706248, 38.044896]"
5598,,,Cleveland,USA,World Headquarters,41.504386,-81.554126,OH,44118,"[-81.554126, 41.504386]","[-81.554126, 41.504386]"
5599,,,Agoura Hills,USA,,34.146149,-118.761265,CA,,"[-118.761265, 34.146149]","[-118.761265, 34.146149]"
5600,Omega 4 No. 116,6 Roach Road,London,GBR,Registred Office,51.496217,-0.0197,,E3 2PA,"[-0.0197, 51.496217]","[-0.0197, 51.496217]"
5601,Normannstr. 46,,Emmerich am Rhein,DEU,German Agency,51.843776,6.250891,,46446,"[6.250891, 51.843776]","[6.250891, 51.843776]"
5602,515-2242 Kingsway St.,,Vancouver,CAN,Headquarter,49.242824,-123.060221,,V5N 5X6,"[-123.060221, 49.242824]","[-123.060221, 49.242824]"
5603,2180 White Street #211,,York,USA,Headquarters,39.962886,-76.768651,PA,17404,"[-76.768651, 39.962886]","[-76.768651, 39.962886]"
5604,P.O. Box 1881,,Bensalem,USA,P.O. Box,40.10115,-74.941677,PA,19020,"[-74.941677, 40.10115]","[-74.941677, 40.10115]"
5605,10871 Bustleton Ave.,Suite 226,Philadelphia,USA,Philadelphia Office,40.1108242,-75.0245215,PA,19116,"[-75.0245215, 40.1108242]","[-75.0245215, 40.1108242]"
5607,1808 Bellevue Ave,Suite 702,Seattle,USA,Seattle Headquarters,47.6141,-122.33763,WA,98122,"[-122.33763, 47.6141]","[-122.33763, 47.6141]"
5608,"1962 Sapphire Ct,",,Kamloops,CAN,,50.6444176,-120.3366451,,V2E-2P1,"[-120.3366451, 50.6444176]","[-120.3366451, 50.6444176]"
5610,"ul. Rozewska 18,",81-055 Gdynia,,POL,HQ,54.5397835,18.4646822,,,"[18.4646822, 54.5397835]","[18.4646822, 54.5397835]"
5611,,,San Francisco,USA,,37.775196,-122.419204,CA,,"[-122.419204, 37.775196]","[-122.419204, 37.775196]"
5612,35 Fieldstone Lane,,Falmouth,USA,Headquarters,43.6910137,-70.2694636,ME,04105,"[-70.2694636, 43.6910137]","[-70.2694636, 43.6910137]"
5613,,,Palo Alto,USA,RankBoom,37.4459832,-122.1490582,CA,94301,"[-122.1490582, 37.4459832]","[-122.1490582, 37.4459832]"
5615,,,Boston,USA,,33.697222,-117.775264,CA,,"[-117.775264, 33.697222]","[-117.775264, 33.697222]"
5616,7 Maplespeen Court,Old Bath Road,Newbury,GBR,Head Office,51.405977,-1.329241,,RG14 1NL,"[-1.329241, 51.405977]","[-1.329241, 51.405977]"
5617,,,Torrance,USA,HQ,33.804047,-118.351901,CA,90505,"[-118.351901, 33.804047]","[-118.351901, 33.804047]"
5618,,,Sydney,AUS,,-33.629723,151.323938,,2107,"[151.323938, -33.629723]","[151.323938, -33.629723]"
5619,PO Box 423,,Mercer Island,USA,Seattle Office,47.565229,-122.233149,WA,98040,"[-122.233149, 47.565229]","[-122.233149, 47.565229]"
5620,25 Ridley Street,,Prenton,GBR,Registered Address,53.386432,-3.036415,,CH43 4TT,"[-3.036415, 53.386432]","[-3.036415, 53.386432]"
5621,Hwy 173,,Lake Arrowhead,USA,Headquarters,34.265641,-117.11359,CA,92352,"[-117.11359, 34.265641]","[-117.11359, 34.265641]"
5622,8329 Dolomite Ln,,Madison,USA,,43.028539,-89.530448,WI,53719,"[-89.530448, 43.028539]","[-89.530448, 43.028539]"
5623,,,Encinitas,USA,Headquarters,33.052083,-117.2793685,CA,92024,"[-117.2793685, 33.052083]","[-117.2793685, 33.052083]"
5625,1333 West Loop South,Suite #1570,Houston,USA,Headquarters,29.754839,-95.454441,TX,77027,"[-95.454441, 29.754839]","[-95.454441, 29.754839]"
5626,,,Palo Alto,USA,,37.437328,-122.159928,CA,,"[-122.159928, 37.437328]","[-122.159928, 37.437328]"
5627,,,Austin,USA,,30.268735,-97.745209,TX,,"[-97.745209, 30.268735]","[-97.745209, 30.268735]"
5631,,,San Marcos,USA,Headquarters,29.876617,-97.940336,TX,,"[-97.940336, 29.876617]","[-97.940336, 29.876617]"
5632,527 Upper Wentworth,,Hamilton,CAN,Headquarters,43.224565,-79.861325,,L9A4T8,"[-79.861325, 43.224565]","[-79.861325, 43.224565]"
5633,Stauraczgasse 7,,Vienna,AUT,,48.182591,16.357786,,1050,"[16.357786, 48.182591]","[16.357786, 48.182591]"
5634,"A-5, Gulmohar Park",,New Delhi,IND,India Office,28.554777,77.210726,,,"[77.210726, 28.554777]","[77.210726, 28.554777]"
5636,,,San Diego,USA,San Diego Office,32.718834,-117.163841,CA,,"[-117.163841, 32.718834]","[-117.163841, 32.718834]"
5638,,,,USA,USA,40.756054,-73.986951,NY,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
5639,,,Yokohama,JPN,Japan,35.4437078,139.6380256,,,"[139.6380256, 35.4437078]","[139.6380256, 35.4437078]"
5640,"2121 Avenue of the Stars,",Suite 1250,Los Angeles,USA,,34.054259,-118.414064,CA,90067,"[-118.414064, 34.054259]","[-118.414064, 34.054259]"
5641,,,,USA,Headquarters,44.528743,-88.10135,CA,,"[-88.10135, 44.528743]","[-88.10135, 44.528743]"
5642,10 Lytton Road,,Oxford,GBR,HQ,51.734276,-1.221595,,OX4 3PB,"[-1.221595, 51.734276]","[-1.221595, 51.734276]"
5643,1355 Greenwood Cliff,Suite 300,Charlotte,USA,"Charlotte, NC",35.208745,-80.83722,NC,28204,"[-80.83722, 35.208745]","[-80.83722, 35.208745]"
5644,Rungestrasse 22-24,,Berlin,DEU,Berlin Office,52.512271,13.419282,,10179,"[13.419282, 52.512271]","[13.419282, 52.512271]"
5645,,,New York,USA,Headquarters,40.756054,-73.986951,NY,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
5646,,,London,GBR,,51.500152,-0.126236,,,"[-0.126236, 51.500152]","[-0.126236, 51.500152]"
5647,Lavapies 26 1A,,Madrid,ESP,Central Office,40.412323,-3.703248,,28012,"[-3.703248, 40.412323]","[-3.703248, 40.412323]"
5648,205 Avent Pines Lane,,Holly Springs,USA,,35.633134,-78.862414,NC,27540,"[-78.862414, 35.633134]","[-78.862414, 35.633134]"
5650,,,Atlanta,USA,HQ,33.841783,-84.523571,GA,30023,"[-84.523571, 33.841783]","[-84.523571, 33.841783]"
5651,48 Peachtree Ave.,,Atlanta,USA,SimpleLeap Headquarters,33.834764,-84.378116,GA,30305,"[-84.378116, 33.834764]","[-84.378116, 33.834764]"
5652,610 W. Morgan St. #302,,Durham,USA,,35.9995717,-78.9065258,NC,27701-2194,"[-78.9065258, 35.9995717]","[-78.9065258, 35.9995717]"
5653,2001 S First St,Suite 201,Champaign,USA,,40.090392,-88.239237,IL,61820,"[-88.239237, 40.090392]","[-88.239237, 40.090392]"
5654,PO Box 630,,Willamina,USA,,45.1748,-123.565171,OR,97396,"[-123.565171, 45.1748]","[-123.565171, 45.1748]"
5656,39 Clark Hill Rd,,East Hampton,USA,SOHO,41.595196,-72.51949,CT,06424,"[-72.51949, 41.595196]","[-72.51949, 41.595196]"
5657,,,Vancouver,CAN,HOME,49.280756,-123.093583,,V6A 3B6,"[-123.093583, 49.280756]","[-123.093583, 49.280756]"
5658,25 Ridley Street,,Prenton,GBR,Registered Address,53.386432,-3.036415,,CH43 4TT,"[-3.036415, 53.386432]","[-3.036415, 53.386432]"
5659,Hwy 173,,Lake Arrowhead,USA,Headquarters,34.265641,-117.11359,CA,92352,"[-117.11359, 34.265641]","[-117.11359, 34.265641]"
5660,8329 Dolomite Ln,,Madison,USA,,43.028539,-89.530448,WI,53719,"[-89.530448, 43.028539]","[-89.530448, 43.028539]"
5661,,,Encinitas,USA,Headquarters,33.052083,-117.2793685,CA,92024,"[-117.2793685, 33.052083]","[-117.2793685, 33.052083]"
5663,1333 West Loop South,Suite #1570,Houston,USA,Headquarters,29.754839,-95.454441,TX,77027,"[-95.454441, 29.754839]","[-95.454441, 29.754839]"
5664,,,Palo Alto,USA,,37.437328,-122.159928,CA,,"[-122.159928, 37.437328]","[-122.159928, 37.437328]"
5665,,,Austin,USA,,30.268735,-97.745209,TX,,"[-97.745209, 30.268735]","[-97.745209, 30.268735]"
5669,,,San Marcos,USA,Headquarters,29.876617,-97.940336,TX,,"[-97.940336, 29.876617]","[-97.940336, 29.876617]"
5670,527 Upper Wentworth,,Hamilton,CAN,Headquarters,43.224565,-79.861325,,L9A4T8,"[-79.861325, 43.224565]","[-79.861325, 43.224565]"
5671,Stauraczgasse 7,,Vienna,AUT,,48.182591,16.357786,,1050,"[16.357786, 48.182591]","[16.357786, 48.182591]"
5672,"A-5, Gulmohar Park",,New Delhi,IND,India Office,28.554777,77.210726,,,"[77.210726, 28.554777]","[77.210726, 28.554777]"
5674,,,San Diego,USA,San Diego Office,32.718834,-117.163841,CA,,"[-117.163841, 32.718834]","[-117.163841, 32.718834]"
5676,,,,USA,USA,40.756054,-73.986951,NY,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
5677,,,Yokohama,JPN,Japan,35.4437078,139.6380256,,,"[139.6380256, 35.4437078]","[139.6380256, 35.4437078]"
5678,"2121 Avenue of the Stars,",Suite 1250,Los Angeles,USA,,34.054259,-118.414064,CA,90067,"[-118.414064, 34.054259]","[-118.414064, 34.054259]"
5679,,,,USA,Headquarters,44.528743,-88.10135,CA,,"[-88.10135, 44.528743]","[-88.10135, 44.528743]"
5680,10 Lytton Road,,Oxford,GBR,HQ,51.734276,-1.221595,,OX4 3PB,"[-1.221595, 51.734276]","[-1.221595, 51.734276]"
5681,1355 Greenwood Cliff,Suite 300,Charlotte,USA,"Charlotte, NC",35.208745,-80.83722,NC,28204,"[-80.83722, 35.208745]","[-80.83722, 35.208745]"
5682,Rungestrasse 22-24,,Berlin,DEU,Berlin Office,52.512271,13.419282,,10179,"[13.419282, 52.512271]","[13.419282, 52.512271]"
5683,,,New York,USA,Headquarters,40.756054,-73.986951,NY,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
5684,,,London,GBR,,51.500152,-0.126236,,,"[-0.126236, 51.500152]","[-0.126236, 51.500152]"
5685,Lavapies 26 1A,,Madrid,ESP,Central Office,40.412323,-3.703248,,28012,"[-3.703248, 40.412323]","[-3.703248, 40.412323]"
5686,205 Avent Pines Lane,,Holly Springs,USA,,35.633134,-78.862414,NC,27540,"[-78.862414, 35.633134]","[-78.862414, 35.633134]"
5688,,,Atlanta,USA,HQ,33.841783,-84.523571,GA,30023,"[-84.523571, 33.841783]","[-84.523571, 33.841783]"
5689,48 Peachtree Ave.,,Atlanta,USA,SimpleLeap Headquarters,33.834764,-84.378116,GA,30305,"[-84.378116, 33.834764]","[-84.378116, 33.834764]"
5690,610 W. Morgan St. #302,,Durham,USA,,35.9995717,-78.9065258,NC,27701-2194,"[-78.9065258, 35.9995717]","[-78.9065258, 35.9995717]"
5691,2001 S First St,Suite 201,Champaign,USA,,40.090392,-88.239237,IL,61820,"[-88.239237, 40.090392]","[-88.239237, 40.090392]"
5692,PO Box 630,,Willamina,USA,,45.1748,-123.565171,OR,97396,"[-123.565171, 45.1748]","[-123.565171, 45.1748]"
5694,39 Clark Hill Rd,,East Hampton,USA,SOHO,41.595196,-72.51949,CT,06424,"[-72.51949, 41.595196]","[-72.51949, 41.595196]"
5695,,,Vancouver,CAN,HOME,49.280756,-123.093583,,V6A 3B6,"[-123.093583, 49.280756]","[-123.093583, 49.280756]"
5696,165 West End Ave,Suite 3J,New York,USA,,40.777072,-73.987036,NY,10023,"[-73.987036, 40.777072]","[-73.987036, 40.777072]"
5697,,,Aberdeen,GBR,Blogging Station,57.1254952,-2.1334772,,AB10 3EB,"[-2.1334772, 57.1254952]","[-2.1334772, 57.1254952]"
5698,2571 Whiteway Ct.,,Aurora,USA,Corporate Office,41.746199,-88.252334,IL,60504,"[-88.252334, 41.746199]","[-88.252334, 41.746199]"
5699,1237 Stump Rd.,,Montgomeryville,USA,Sales Office,40.248213,-75.213827,PA,19454,"[-75.213827, 40.248213]","[-75.213827, 40.248213]"
5700,,,Plant City,USA,,28.007354,-82.12341,FL,,"[-82.12341, 28.007354]","[-82.12341, 28.007354]"
5701,,,Redmond,USA,,47.6625223,-122.088389,WA,98052,"[-122.088389, 47.6625223]","[-122.088389, 47.6625223]"
5702,735 Emerson Street,,Palo Alto,USA,,37.443,-122.159291,CA,94301,"[-122.159291, 37.443]","[-122.159291, 37.443]"
5704,506 1/2 36th Street,,Newport Beach,USA,Headquarters,33.618534,-117.93181,CA,92663,"[-117.93181, 33.618534]","[-117.93181, 33.618534]"
5705,,,,USA,,40.642591,-73.974187,NY,11218,"[-73.974187, 40.642591]","[-73.974187, 40.642591]"
5706,720 Monroe Street,E306,Hoboken,USA,Alwayswater,40.747005,-74.039011,NJ,07030,"[-74.039011, 40.747005]","[-74.039011, 40.747005]"
5707,,,St. Louis,USA,St. Louis,38.627522,-90.19841,MO,,"[-90.19841, 38.627522]","[-90.19841, 38.627522]"
5708,gapaardstraat 37,,Ardooie,BEL,Surion,50.965653,3.172488,,8850,"[3.172488, 50.965653]","[3.172488, 50.965653]"
5709,3305 Logan Hill Ct,,Richmond,USA,Main Office,37.573792,-77.37613,VA,23223,"[-77.37613, 37.573792]","[-77.37613, 37.573792]"
5710,3228 N Kenmore,Suite 3,Chicago,USA,,41.940768,-87.655648,IL,60657,"[-87.655648, 41.940768]","[-87.655648, 41.940768]"
5711,Rockboro avenue,Old blackrock road,Cork,IRL,,51.8929902,-8.4603932,,,"[-8.4603932, 51.8929902]","[-8.4603932, 51.8929902]"
5713,,,Los Angeles,USA,,34.052187,-118.243425,CA,,"[-118.243425, 34.052187]","[-118.243425, 34.052187]"
5714,434 Marietta Street,Suite 303,Atlanta,USA,Atlanta,33.764877,-84.397325,GA,30313,"[-84.397325, 33.764877]","[-84.397325, 33.764877]"
5715,Schinggasse 2a,,St. Gallen/Buchs,CHE,QuillP GmbH,47.16658,9.468598,,9470,"[9.468598, 47.16658]","[9.468598, 47.16658]"
5716,,,Worthing,GBR,Main office,50.8147114,-0.3713868,,,"[-0.3713868, 50.8147114]","[-0.3713868, 50.8147114]"
5717,3075 E Thousand Oaks Blvd,Suite 29,Thousand Oaks,USA,,34.1692256,-118.836014,CA,91362,"[-118.836014, 34.1692256]","[-118.836014, 34.1692256]"
5719,14707 SW 37 Terrace,,Miami,USA,Miami Office,25.733027,-80.432061,FL,33185,"[-80.432061, 25.733027]","[-80.432061, 25.733027]"
5720,922 NW 11th Ave,,Portland,USA,Headquarters,45.529907,-122.682376,OR,97209,"[-122.682376, 45.529907]","[-122.682376, 45.529907]"
5721,BÃ©rkocsi utca 45,,Budapest,HUN,DeÃ¡k Benzino Kft.,47.420458,19.026118,,1222,"[19.026118, 47.420458]","[19.026118, 47.420458]"
5722,PO Box 592,,Abingdon,USA,Main,36.7084,-81.9688,VA,24212,"[-81.9688, 36.7084]","[-81.9688, 36.7084]"
5723,,,Ottawa,CAN,,45.423494,-75.697933,,,"[-75.697933, 45.423494]","[-75.697933, 45.423494]"
5725,86 Sherman St,,Cambridge,USA,,42.388621,-71.132583,MA,02139,"[-71.132583, 42.388621]","[-71.132583, 42.388621]"
5726,PO Box 70591,,Seattle,USA,,47.547269,-122.333709,WA,98127,"[-122.333709, 47.547269]","[-122.333709, 47.547269]"
5727,One Market Plaza,"Steuart Tower, Suite 1208",San Francisco,USA,,37.79023,-122.403073,CA,94105,"[-122.403073, 37.79023]","[-122.403073, 37.79023]"
5728,481 Duranzo Aisle,,Irvine,USA,Headquarters,33.684922,-117.82052,CA,92606,"[-117.82052, 33.684922]","[-117.82052, 33.684922]"
5729,1451 wessyngton,,Atlanta,USA,Central Office,33.794391,-84.355711,GA,30306,"[-84.355711, 33.794391]","[-84.355711, 33.794391]"
5730,,,Charlotte,USA,,35.05355,-80.82117,NC,28277,"[-80.82117, 35.05355]","[-80.82117, 35.05355]"
5731,,,Vancouver,CAN,Sonichall Music Inc.,49.263588,-123.138565,,,"[-123.138565, 49.263588]","[-123.138565, 49.263588]"
5733,"66, rue de Luxembourg",,Esch-sur-Alzette,LUX,Trendiction - Technoport,49.499525,5.986489,,4221,"[5.986489, 49.499525]","[5.986489, 49.499525]"
5735,,,Quincy,USA,Boston Office,42.2516,-71.00323,MA,,"[-71.00323, 42.2516]","[-71.00323, 42.2516]"
5736,8605 Santa Monica Blvd.,Suite 8980,Los Angeles,USA,Los Angeles,34.087825,-118.379493,CA,90069,"[-118.379493, 34.087825]","[-118.379493, 34.087825]"
5737,,,Omaha,USA,,41.259751,-95.942336,NE,,"[-95.942336, 41.259751]","[-95.942336, 41.259751]"
5738,"97 Willow St,",,San Jose,USA,,37.320006,-121.880958,CA,95110,"[-121.880958, 37.320006]","[-121.880958, 37.320006]"
5740,"12, place de SÃ©oul",,Paris,FRA,HQ,48.836347,2.317596,,F75014,"[2.317596, 48.836347]","[2.317596, 48.836347]"
5742,3700 Quebec St,Suite 100-255,Denver,USA,Main,39.766292,-104.900722,CO,80207,"[-104.900722, 39.766292]","[-104.900722, 39.766292]"
5744,1414 N. Noble St.,,Chicago,USA,Plugola HQ,41.907542,-87.66299,IL,60642,"[-87.66299, 41.907542]","[-87.66299, 41.907542]"
5745,Ringvaartstraat 67,,Merelbeke,BEL,,51.0075781,3.7562868,,9820,"[3.7562868, 51.0075781]","[3.7562868, 51.0075781]"
5746,,,Atlanta,USA,,33.754487,-84.389663,GA,,"[-84.389663, 33.754487]","[-84.389663, 33.754487]"
5747,8108 W 4th St.,,Los Angeles,USA,,34.070146,-118.365526,CA,90048,"[-118.365526, 34.070146]","[-118.365526, 34.070146]"
5748,Frodingsgatan 6a,,Goteborg,SWE,,57.7209005,12.0198938,,416 72,"[12.0198938, 57.7209005]","[12.0198938, 57.7209005]"
5749,,,Santa Clara,USA,,37.3889943,-121.9643745,CA,95054,"[-121.9643745, 37.3889943]","[-121.9643745, 37.3889943]"
5750,5835 S 3230 W,,Salt Lake City,USA,Headquarters,40.645225,-111.967798,UT,84118,"[-111.967798, 40.645225]","[-111.967798, 40.645225]"
5751,7858 SE 28th Street,,Mercer Island,USA,,47.5855083,-122.232881,WA,98040,"[-122.232881, 47.5855083]","[-122.232881, 47.5855083]"
5752,North King Street,Blackhall Place,Dublin,IRL,St. Paul's Church,53.3498195,-6.2769121,,D7,"[-6.2769121, 53.3498195]","[-6.2769121, 53.3498195]"
5753,1812 Marsh Rd,"Suite 6, #108",Wilmington,USA,World Headquarters,39.804526,-75.505573,DE,19810,"[-75.505573, 39.804526]","[-75.505573, 39.804526]"
5754,29 - 20159 68th ave,,Langley,CAN,,49.1261967,-122.6643702,,V2Y3H9,"[-122.6643702, 49.1261967]","[-122.6643702, 49.1261967]"
5755,,,Singapore,SGP,HQ,1.3183692,103.8319842,,259718,"[103.8319842, 1.3183692]","[103.8319842, 1.3183692]"
5757,213 Redland Road,,Bristol,GBR,,51.4749263,-2.6136797,,BS6 6YT,"[-2.6136797, 51.4749263]","[-2.6136797, 51.4749263]"
5758,13015 SW 89 PLACE #119,,Miami,USA,,25.6482589,-80.3399908,FL,33176,"[-80.3399908, 25.6482589]","[-80.3399908, 25.6482589]"
5759,655 Fifth Street,#12,San Francisco,USA,,32.718834,-117.163841,CA,94107,"[-117.163841, 32.718834]","[-117.163841, 32.718834]"
5761,8 Tavistock Close,,Romsey,GBR,Registered Office,50.9991134,-1.4750789,,SO51 7TQ,"[-1.4750789, 50.9991134]","[-1.4750789, 50.9991134]"
5762,3398 Brookshire Drive,,Syracuse,USA,Utah Headquarters,41.0938671,-112.0924765,UT,84075,"[-112.0924765, 41.0938671]","[-112.0924765, 41.0938671]"
5764,4305 Mackey Ave,,Minneapolis,USA,HQ,44.923088,-93.34806,MN,55424,"[-93.34806, 44.923088]","[-93.34806, 44.923088]"
5765,3 The Mount,,London,GBR,Jake HQ,51.3264445,-0.1535555,,N16 0EB,"[-0.1535555, 51.3264445]","[-0.1535555, 51.3264445]"
5767,"1067 S Hover St, Unit E-196",,Longmont,USA,,29.759956,-95.362534,CO,80501,"[-95.362534, 29.759956]","[-95.362534, 29.759956]"
5768,Åokietka 5,,KrakÃ³w,POL,,50.0767915,19.9304799,,30-010,"[19.9304799, 50.0767915]","[19.9304799, 50.0767915]"
5769,,,Dallas,USA,Company HQ,32.781078,-96.797111,TX,,"[-96.797111, 32.781078]","[-96.797111, 32.781078]"
5770,CIT Campus,Bishopstown,Cork,IRL,Rubicon Centre,52.6423449,-8.5878882,,,"[-8.5878882, 52.6423449]","[-8.5878882, 52.6423449]"
5771,105 Lincoln Street Ste C,,Santa Cruz,USA,,36.9751032,-122.0253784,CA,95060,"[-122.0253784, 36.9751032]","[-122.0253784, 36.9751032]"
5772,217 East Porter Avenue,,Des Moines,USA,Home Office,41.53337,-93.612787,IA,50315,"[-93.612787, 41.53337]","[-93.612787, 41.53337]"
5773,Rio Nervion 12,,Gijon,ESP,Mini Office,43.5222205,-5.665828,,33210,"[-5.665828, 43.5222205]","[-5.665828, 43.5222205]"
5774,601 South Route 83,,Elmhurst,USA,Shortlister,41.8793918,-87.9614042,IL,60126,"[-87.9614042, 41.8793918]","[-87.9614042, 41.8793918]"
5775,One Embarcadero Ctr,#2200,San Franciso,USA,,37.794891,-122.397901,CA,94111,"[-122.397901, 37.794891]","[-122.397901, 37.794891]"
5776,,,Tampa,USA,,27.98141,-82.451141,FL,,"[-82.451141, 27.98141]","[-82.451141, 27.98141]"
5778,76 High Street,Newport Pagnell,Milton Keynes,GBR,Registered Office,52.13244,-0.779005,,MK16 8AQ,"[-0.779005, 52.13244]","[-0.779005, 52.13244]"
5779,407-2983 W4th Ave,,Vancouver,CAN,Urbantastic HQ,49.2684335,-123.1722103,,V6K 1R5,"[-123.1722103, 49.2684335]","[-123.1722103, 49.2684335]"
5780,,,Portland,USA,,45.523875,-122.670399,OR,,"[-122.670399, 45.523875]","[-122.670399, 45.523875]"
5781,Vancouver,Office,,CAN,MPLOYR,49.263588,-123.138565,,,"[-123.138565, 49.263588]","[-123.138565, 49.263588]"
5782,156 Blackfriars Road,,London,GBR,,51.5026763,-0.104579,,SE1 8EN,"[-0.104579, 51.5026763]","[-0.104579, 51.5026763]"
5783,,,New York,USA,,40.7038704,-74.0138541,,10004,"[-74.0138541, 40.7038704]","[-74.0138541, 40.7038704]"
5784,,,Boston,USA,,42.35892,-71.05781,MA,,"[-71.05781, 42.35892]","[-71.05781, 42.35892]"
5785,360 22nd Street,Suite 440,Oakland,USA,,37.81098,-122.265978,CA,94612,"[-122.265978, 37.81098]","[-122.265978, 37.81098]"
5786,"F-54, Green Park Main",,New Delhi,IND,,28.5796419,77.1959816,,110016,"[77.1959816, 28.5796419]","[77.1959816, 28.5796419]"
5787,,,Sunnyvale,USA,,37.369195,-122.036849,CA,,"[-122.036849, 37.369195]","[-122.036849, 37.369195]"
5788,32 Parkway Road,,Medford,USA,Headquarters,42.438517,-71.101263,MA,02155,"[-71.101263, 42.438517]","[-71.101263, 42.438517]"
5789,,,New York,USA,New York Office,40.756054,-73.986951,,,"[-73.986951, 40.756054]","[-73.986951, 40.756054]"
5790,,,Barcelona,ESP,Barcelona Headquarters,41.387917,2.1699187,,,"[2.1699187, 41.387917]","[2.1699187, 41.387917]"
5791,,,Old Bridge,USA,Office,37.7181398,-122.4863492,NJ,07727,"[-122.4863492, 37.7181398]","[-122.4863492, 37.7181398]"
5792,,,Miami,USA,Headquarters,25.774252,-80.190262,FL,,"[-80.190262, 25.774252]","[-80.190262, 25.774252]"
5794,8601 Wilshire Blvd Suite 501,,Beverly Hills,USA,Headquarters,34.066118,-118.378606,CA,90211,"[-118.378606, 34.066118]","[-118.378606, 34.066118]"
5797,,,Anaheim,USA,Main Office,33.8276052,-117.9073244,CA,92805,"[-117.9073244, 33.8276052]","[-117.9073244, 33.8276052]"
